Num Of Trading Min,OrderType,LastBuyScore,Position Num of Buys,Position Current Price Real,Position Current Price 10 Min avg,Security Trade Signal,Security Trade Signal Reason,Security Trade Score,Opp Security,Opp Security Trade Score,BuyReason,Open Price,Previous Closing Price,Short MAVG 5,Long MAVG 13,Short MAVG Min,Long MAVG Min,MAVG Min Diff,ATR Stoploss Range,ATR Stoploss,Slope 15 Min,Slope 15 Min Win Diff,RSI,Previous Day RSI,RSI Slope,RSI Gain Percent,Last AB Pattern,Last AB Date,Last AB Age,Last AB Stop-Loss Level,Last AB Total Net,Last AB Net Age Ratio,Last Confirmation Age,Last Confirmed Signal,Last Confirmed AB Confirmation Level,Last Confirmed AB Confirmation Date,Last Confirmed AB Age,Last Confirmed AB Total Net,Position Amount,Position Cost Basis,Position Gain Loss,Position Gain Loss Percent,Position Last Buy DT,Position Num of Days Held,Position Gain Avg Per Day,Position Held Max High,Position Held Max Gain,Position Held Max Gain Percent,Position Held Max Gain Loss Ratio,Position Day High,Position Day High Gain Loss Percent,Position Day High Trail Percent,Position Day Slope High,Position Day Slope Trail,Daily Current Gain Loss Percent,Daily Max Gain Percent,Daily Max Gain Loss Ratio,Daily Max Loss Percent,Daily Max Loss Ratio,Daily Current Gain Loss Percent From Open,Daily Max Gain Percent From Open,Daily Max Gain Loss Ratio From Open,Daily Current Gain Loss Diff From Open Close,Position Trailing Stop,Position Trailing Percent,Position Trailing Loss Percent,Position Last Sell DT,Position Num of Days Since Last Sell,Opp Pos Num of Days Since Last Buy,Opp Pos Num of Days Since Last Sell
95,0,False,2,61.3,61.325,0,4,-23.75267988,0,12.87235118,4,62.42,61.83,56.928,60.58923077,60.85733333,60.77631667,0.08101666667,5.182401961,57.23759804,57.53468535,58.72280286,46.88817915,52.33470518,-5.446526033,-10.40710178,30,34,2,50.1,12,6.0,100,0,57.365,27,1,12,0,0,0,0,173,0,0,0,0,0,0,0.0,0,0,0.0,0,-0.8571890668,1.115963125,2.201965085,-3.39640951,8.624232461,-1.811418405,1.115963125,3.266849839,-0.9542293385,0,0,0,173,0.0,0,0
340,0,True,3,62.24,62.0985,0,4,-21.0746353,0,11.11929932,4,62.42,61.83,56.928,60.58923077,61.62546667,61.4695,0.1559666667,5.182401961,57.23759804,42.35380199,37.89265145,49.56622373,52.33470518,-2.76848145,-5.289953274,30,34,2,50.1,12,6.0,100,0,57.365,27,1,12,0,0,0,0,174,0,0,0,0,0,0,0.0,0,0,0.0,0,0.6631085234,1.115963125,0.5053690359,-3.39640951,13.78778565,-0.2911208151,1.115963125,1.57025379,-0.9542293385,0,0,0,174,0.0,0,0
25,0,False,1,35.831,36.0045,0,6,-4.922334509,1,2.993903424,6,35.3,36.58,39.306,39.46,35.89636667,36.34558333,-0.4492166667,3.075408892,32.22459111,51.29466849,89.40002187,38.18464642,42.33698093,-4.152334509,-9.807819115,13,34,3,46.899,8,2.666666667,100,1,40.58,27,2,8,0,0,0,0,172,0,0,0,0,0,0,0.0,0,0,0.0,0,-2.047566976,-0.6834335703,-0.9322945641,-3.717878622,6.21001596,1.451612903,-0.6834335703,1.459162434,3.49917988,0,0,0,172,1.0,1,1
38,0,False,1,64.92,64.785,0,4,4.59923729,0,-5.653702382,4,65.22,63.01,59.476,60.21153846,64.36823333,63.85763333,0.5106,5.142457467,60.07754253,48.12649325,66.62757317,59.97915728,51.70222768,8.276929597,16.00884521,30,34,3,50.1,12,4.0,100,0,57.365,27,2,12,0,0,0,0,175,0,0,0,0,0,0,0.0,0,0,0.0,0,3.031264879,3.745437232,2.674887723,0.6824313601,-1.602917653,-0.4761149024,3.745437232,15.81155854,-3.507379781,0,0,0,175,1.0,0,0
55,0,False,2,36.05,35.89,0,6,-4.151058368,1,1.989610439,6,35.3,36.58,39.306,39.46,35.71143333,35.8039,-0.09246666667,3.075408892,32.22459111,37.40702018,56.43934706,38.95592256,42.33698093,-3.381058368,-7.986063942,13,34,3,46.899,8,2.666666667,100,1,40.58,27,2,8,0,0,0,0,176,0,0,0,0,0,0,0.0,0,0,0.0,0,-1.448879169,-0.6834335703,-0.5231312183,-3.717878622,8.435864561,2.050300711,-0.6834335703,1.86832578,3.49917988,0,0,0,176,0.0,0,0
98,0,False,3,36.44,36.3,0,6,-2.697526347,1,-0.04930983035,6,35.3,36.58,39.306,39.46,36.10756667,36.00188333,0.1056833333,3.075408892,32.22459111,37.31598199,28.88841737,40.40945459,42.33698093,-1.927526347,-4.552819555,13,34,3,46.899,8,2.666666667,100,1,40.58,27,2,8,0,0,0,0,178,0,0,0,0,0,0,0.0,0,0,0.0,0,-0.3827227993,-0.2186987425,-0.03587185497,-3.717878622,12.39970454,3.11645708,-0.2186987425,0.7293943844,3.49917988,0,0,0,178,0.0,0,0
21,0,True,1,56.98,57.3475,0,4,12.68003743,0,-14.06090663,4,56.87,56.74,60.566,58.27461538,56.80296667,57.14831667,-0.34535,4.96036564,51.90963436,55.42298967,60.33775329,38.50830876,37.2851944,1.223114358,3.280429075,30,34,5,50.1,12,2.4,100,0,57.365,27,4,12,0,0,0,0,177,0,0,0,0,0,0,0.0,0,0,0.0,0,0.4229820233,2.062037363,3.379793352,-1.498061332,2.877840769,0.1938667607,2.062037363,3.852237584,-0.2291152626,0,0,0,177,2.0,2,2
70,0,False,1,39.49,39.38,0,6,-14.17645164,1,14.02512661,6,39.83,39.96,37.912,40.27153846,39.113,39.27436667,-0.1613666667,2.973033565,36.85696643,56.11628209,61.25392819,55.00398063,57.38273997,-2.378759331,-4.145426538,13,34,5,46.899,8,1.6,100,1,40.58,27,4,8,0,0,0,0,179,0,0,0,0,0,0,0.0,0,0,0.0,0,-1.176176176,1.473973974,3.906252348,-3.403403403,7.580152725,-0.8508508509,1.473973974,3.426731286,0.3253253253,0,0,0,179,2.0,0,0
124,0,True,2,57.402,57.1775,0,4,14.10435876,0,-21.77802676,4,56.87,56.74,60.566,58.27461538,56.72303333,56.8597,-0.1366666667,4.96036564,51.90963436,58.22368305,75.80009737,39.93263008,37.2851944,2.647435682,7.100501217,30,34,5,50.1,12,2.4,100,0,57.365,27,4,12,0,0,0,0,180,0,0,0,0,0,0,0.0,0,0,0.0,0,1.166725414,3.313359182,7.112568706,-1.498061332,3.992013984,0.9376101516,3.313359182,7.871709865,-0.2291152626,0,0,0,180,0.0,0,0
21,0,False,1,59.79,59.76,0,4,20.55747338,0,-19.53966276,4,59.07,58.7,60.4,58.01538462,59.31943333,59.58415,-0.2647166667,4.887608579,54.18239142,35.56307453,6.564273121,52.56190553,43.92750908,8.634396453,19.65601199,30,34,6,50.1,12,2.0,100,0,57.365,27,7,12,0,0,0,0,182,0,0,0,0,0,0,0.0,0,0,0.0,0,1.856899489,2.214650767,0.7922941414,-0.08517887564,0.1654240515,1.226575809,2.214650767,2.188240962,-0.6303236797,0,0,0,182,1.0,1,1
48,0,False,1,38.36,38.1595,0,6,-18.28871875,1,17.96164078,6,38.26,38.55,37.822,40.25461538,37.8674,38.00255,-0.13515,2.95930257,35.30069743,38.67967732,30.81798654,44.85970081,50.98534263,-6.125641824,-12.01451536,13,34,6,46.899,8,1.333333333,100,1,40.58,27,7,8,0,0,0,0,181,0,0,0,0,0,0,0.0,0,0,0.0,0,-0.4928664073,1.84e-14,9.08e-15,-2.747081712,6.192513639,0.2594033722,1.84e-14,-4.78e-15,0.7522697795,0,0,0,181,1.0,0,0
112,0,True,2,38.6,38.515,0,6,-17.19547047,1,16.77774514,6,38.26,38.55,37.822,40.25461538,38.3345,38.20976667,0.1247333333,2.95930257,35.30069743,36.77084203,17.49575298,45.95294908,50.98534263,-5.032393549,-9.870275044,13,34,6,46.899,8,1.333333333,100,1,40.58,27,7,8,0,0,0,0,184,0,0,0,0,0,0,0.0,0,0,0.0,0,0.1297016861,0.3761348898,0.09269212588,-2.747081712,7.902759063,0.8819714656,0.3761348898,-0.1902627847,0.7522697795,0,0,0,184,0.0,0,0
227,0,False,2,58.28,58.325,0,4,15.86192517,0,-20.5218604,4,59.07,58.7,60.4,58.01538462,58.01873333,57.92076667,0.09796666667,4.887608579,54.18239142,35.95985823,19.73088553,47.86635733,43.92750908,3.938848248,8.966700664,30,34,6,50.1,12,2.0,100,0,57.365,27,7,12,0,0,0,0,183,0,0,0,0,0,0,0.0,0,0,0.0,0,-0.7155025554,2.674616695,9.067269545,-2.436115843,4.191613291,-1.345826235,2.674616695,10.75314378,-0.6303236797,0,0,0,183,0.0,0,0
38,0,False,1,39.93,39.9665,0,6,-6.589343791,1,4.885976319,6,39.81,39.36,38.616,40.40384615,39.66953333,39.55785,0.1116833333,2.90990806,36.90009194,32.15147964,17.57739216,52.01063569,49.66074872,2.349886978,4.731879883,32,35,1,37.4908,5,5.0,100,1,40.58,27,8,8,0,0,0,0,185,0,0,0,0,0,0,0.0,0,0,0.0,0,1.448170732,2.083333333,1.32325542,-0.406504065,0.7539328442,0.3048780488,2.083333333,3.705115176,-1.143292683,0,0,0,185,1.0,1,1
55,0,False,1,57.01,57.035,0,4,6.123432766,0,-7.884027256,4,56.8,57.37,58.908,57.52846154,56.74166667,56.93883333,-0.1971666667,4.78654411,52.01345589,26.698344,48.81020316,44.47180902,45.24606856,-0.7742595421,-1.711219486,0,35,1,60.27,9,9.0,100,0,57.365,27,8,12,0,0,0,0,186,0,0,0,0,0,0,0.0,0,0,0.0,0,-0.627505665,0.4706292487,0.5168144095,-1.987101272,2.701654162,0.3660449712,0.4706292487,0.04922041995,0.9935506362,0,0,0,186,1.0,0,0
81,0,True,2,57.62,57.54,0,4,8.127801329,0,-10.21800807,4,56.8,57.37,58.908,57.52846154,56.95926667,56.85028333,0.1089833333,4.78654411,52.01345589,65.38763093,74.69796116,46.47617758,45.24606856,1.230109021,2.718709184,0,35,1,60.27,9,9.0,100,0,57.365,27,8,12,0,0,0,0,188,0,0,0,0,0,0,0.0,0,0,0.0,0,0.4357678229,0.7669513683,0.2540016733,-1.987101272,4.814486262,1.429318459,0.7669513683,-0.5080033466,0.9935506362,0,0,0,188,0.0,0,0
300,0,False,2,38.822,38.686,0,6,-11.89158202,1,10.13148471,6,39.81,39.36,38.616,40.40384615,38.43896667,38.43075,0.008216666667,2.90990806,36.90009194,40.26517444,27.72686293,46.70839746,49.66074872,-2.952351253,-5.945039753,32,35,1,37.4908,5,5.0,100,1,40.58,27,8,8,0,0,0,0,187,0,0,0,0,0,0,0.0,0,0,0.0,0,-1.366869919,2.083333333,7.187923442,-3.861788618,9.634848635,-2.510162602,2.083333333,9.569783198,-1.143292683,0,0,0,187,0.0,0,0
74,0,True,1,61.66,61.66,0,11,17.15212082,0,-20.1192273,11,61.56,59.32,58.708,58.05384615,61.38626667,61.33458333,0.05168333333,4.781000257,56.77899974,16.36606221,-9.852855953,65.83447175,51.95312016,13.88135159,26.71899502,0,35,2,60.27,9,4.5,100,0,57.365,27,9,12,0,0,0,0,189,0,0,0,0,0,0,0.0,0,0,0.0,0,3.944706676,4.467296022,2.334561306,2.4275118,-3.683008463,0.1685772084,4.467296022,19.20364945,-3.776129467,0,0,0,189,1.0,1,1
32,0,False,1,61.68,61.45,0,4,2.186453777,0,-3.588518795,4,59.31,63.0,59.612,58.34384615,60.7345,61.6676,-0.9331,4.814121382,54.49587862,53.92621142,7.028616667,64.37564193,68.52995739,-4.154315454,-6.062042955,0,35,3,60.27,9,3.0,100,0,57.365,27,10,12,0,0,0,0,191,0,0,0,0,0,0,0.0,0,0,0.0,0,-2.095238095,-1.920634921,-0.3353489544,-6.0,23.42857143,3.761904762,-1.920634921,10.91408415,5.857142857,0,0,0,191,1.0,2,2
70,0,False,2,62.66,62.1875,0,2,6.274173143,0,-7.580823522,2,59.31,63.0,59.612,58.34384615,61.9241,61.59138333,0.3327166667,4.814121382,54.49587862,36.92332239,44.98958016,68.4633613,68.52995739,-0.06659608795,-0.09717806707,0,35,3,60.27,9,3.0,100,0,57.365,27,10,12,0,0,0,0,192,0,0,0,0,0,0,0.0,0,0,0.0,0,-0.5396825397,-0.5238095238,-0.008314436886,-6.0,32.76190476,5.317460317,-0.5238095238,3.059712774,5.857142857,0,0,0,192,0.0,2,2
144,0,False,3,61.75,61.6835,0,4,2.462176472,0,-4.677397105,4,59.31,63.0,59.612,58.34384615,61.2555,61.38386667,-0.1283666667,4.814121382,54.49587862,48.04179254,62.64112973,64.65136463,68.52995739,-3.878592759,-5.659704028,0,35,3,60.27,9,3.0,100,0,57.365,27,10,12,0,0,0,0,193,0,0,0,0,0,0,0.0,0,0,0.0,0,-1.984126984,-0.1428571429,-0.2630385488,-6.0,24.0952381,3.873015873,-0.1428571429,0.5736961451,5.857142857,0,0,0,193,0.0,2,2
221,0,False,4,61.1,61.053,0,4,-0.01072187773,0,-2.533877295,4,59.31,63.0,59.612,58.34384615,61.0081,61.4906,-0.4825,4.814121382,54.49587862,30.03151063,61.25297944,62.17846628,68.52995739,-6.351491108,-9.268196495,0,35,3,60.27,9,3.0,100,0,57.365,27,10,12,0,0,0,0,194,0,0,0,0,0,0,0.0,0,0,0.0,0,-3.015873016,-0.1428571429,-0.410430839,-6.0,17.9047619,2.841269841,-0.1428571429,0.4263038549,5.857142857,0,0,0,194,0.0,2,2
37,0,True,1,38.08,38.345,0,6,-9.774985967,1,6.039236031,6,38.06,38.03,37.778,39.08769231,38.10296667,38.1382,-0.03523333333,2.814862611,35.24513739,42.61102422,51.05796392,37.19611186,40.42263628,-3.226524428,-7.981974272,32,35,4,37.4908,5,1.25,100,1,40.58,27,11,8,0,0,0,0,190,0,0,0,0,0,0,0.0,0,0,0.0,0,0.1314751512,1.577701814,2.28171443,-1.314751512,1.901428692,0.05259006048,1.577701814,2.406171581,-0.07888509072,0,0,0,190,3.0,1,1
91,0,True,2,38.65,38.545,0,6,-6.703790424,1,3.277375324,6,38.06,38.03,37.778,39.08769231,38.39066667,38.41996667,-0.0293,2.814862611,35.24513739,28.05841014,33.10627785,40.2673074,40.42263628,-0.155328885,-0.3842621346,32,35,4,37.4908,5,1.25,100,1,40.58,27,11,8,0,0,0,0,196,0,0,0,0,0,0,0.0,0,0,0.0,0,1.630291875,2.29555614,1.527151468,-1.314751512,3.872000246,1.551406784,2.29555614,1.708236623,-0.07888509072,0,0,0,196,0.0,1,1
25,0,False,1,54.27,53.835,0,6,-4.887716696,0,1.257554581,6,52.9,53.28,57.496,58.27384615,53.51453333,53.39016667,0.1243666667,4.769545537,48.13045446,47.18464141,54.06276236,42.07376024,43.07224617,-0.9984859265,-2.318165444,0,35,5,60.27,9,1.8,100,2,57.04,28,3,9,0,0,0,0,195,0,0,0,0,0,0,0.0,0,0,0.0,0,1.858108108,1.933183183,0.1451338726,-1.295045045,4.083475367,2.571321321,1.933183183,-1.233637917,0.7132132132,0,0,0,195,2.0,1,1
41,0,False,1,41.33,41.645,0,4,3.289843416,1,-6.940131699,4,41.92,41.62,39.032,39.20153846,41.37483333,41.47625,-0.1014166667,2.928368592,38.99163141,51.11269016,72.07633916,56.5342477,52.39671197,4.137535724,7.896556039,32,35,5,37.4908,5,1.0,100,0,39.58,28,3,5,0,0,0,0,197,0,0,0,0,0,0,0.0,0,0,0.0,0,-0.696780394,1.249399327,2.431555634,-1.982220087,2.548024378,-1.417587698,1.249399327,3.332131795,-0.7208073042,0,0,0,197,1.0,0,0
85,0,False,2,53.795,53.792,0,6,-6.350307738,0,-2.566087926,6,52.9,53.28,57.496,58.27384615,53.52253333,53.49565,0.02688333333,4.769545537,48.13045446,39.60719234,35.32981304,40.6111692,43.07224617,-2.461076969,-5.713834748,0,35,5,60.27,9,1.8,100,2,57.04,28,3,9,0,0,0,0,198,0,0,0,0,0,0,0.0,0,0,0.0,0,0.9665915916,1.933183183,1.86859861,-1.295045045,2.92892132,1.679804805,1.933183183,0.4898268201,0.7132132132,0,0,0,198,0.0,0,0
242,0,True,2,41.339,41.1075,0,4,3.332995934,1,-6.875802731,4,41.92,41.62,39.032,39.20153846,40.8149,40.66926667,0.1456333333,2.928368592,38.99163141,35.82391744,22.78713404,56.57740022,52.39671197,4.180688241,7.97891334,32,35,5,37.4908,5,1.0,100,0,39.58,28,3,5,0,0,0,0,199,0,0,0,0,0,0,0.0,0,0,0.0,0,-0.6751561749,1.249399327,2.40453835,-3.231619414,8.261516233,-1.395963479,1.249399327,3.305114511,-0.7208073042,0,0,0,199,0.0,0,0
372,0,False,1,39.05,39.008,0,4,-2.684659285,1,-4.732021714,4,39.6,41.52,39.3112,38.73046154,38.76956667,38.7844,-0.01483333333,3.016750487,36.58324951,29.73780879,19.12903784,51.87109625,57.45944784,-5.588351592,-9.725731454,32,35,6,37.4908,5,0.8333333333,100,0,39.58,28,4,5,0,0,0,0,201,0,0,0,0,0,0,0.0,0,0,0.0,0,-5.94894027,-3.697013487,-8.325403687,-7.16522158,8.714925091,-1.324662813,-3.697013487,8.77061244,4.624277457,0,0,0,201,1.0,1,1
21,0,False,1,40.09,39.7285,0,4,15.16775456,1,-22.58499794,4,39.15,38.45,39.814,38.48846154,39.2792,39.04893333,0.2302666667,2.963916059,36.18608394,32.937355,-62.18004323,57.81124601,49.27118376,8.54006225,17.33277262,32,35,7,37.4908,5,0.7142857143,100,0,39.58,28,5,5,0,0,0,0,202,0,0,0,0,0,0,0.0,0,0,0.0,0,4.265279584,4.291287386,0.1116069541,1.820546164,-4.450750049,2.44473342,4.291287386,7.924093743,-1.820546164,0,0,0,202,1.0,2,2
191,0,False,2,39.98,40.0475,0,4,14.77496861,1,-22.22677799,4,39.15,38.45,39.814,38.48846154,39.8242,39.72933333,0.09486666667,2.963916059,36.18608394,25.6018527,13.53086387,57.41846006,49.27118376,8.147276302,16.5355806,32,35,7,37.4908,5,0.7142857143,100,0,39.58,28,5,5,0,0,0,0,203,0,0,0,0,0,0,0.0,0,0,0.0,0,3.979193758,4.548764629,2.590843833,1.820546164,-3.929917597,2.158647594,4.548764629,10.87207983,-1.820546164,0,0,0,203,0.0,2,2
284,0,True,1,55.755,55.8025,0,6,-20.64350839,0,13.2828418,6,56.27,57.3,55.73,58.70153846,55.4611,55.34343333,0.1176666667,4.709557305,51.56044269,37.78213464,16.94611029,40.10902094,45.89483703,-5.785816084,-12.60668184,0,35,7,60.27,9,1.285714286,100,2,57.04,28,5,9,0,0,0,0,200,0,0,0,0,0,0,0.0,0,0,0.0,0,-2.696335079,-1.780104712,-1.630985993,-4.537521815,8.354424982,-0.8987783595,-1.780104712,1.568853193,1.797556719,0,0,0,200,2.0,0,0
21,0,True,1,39.88,39.723,0,4,14.60686482,1,-22.10805008,4,39.55,38.48,39.916,38.57769231,39.21883333,38.7809,0.4379333333,2.923114491,36.62688551,29.6663256,-63.0610904,59.14160438,51.22627802,7.915326359,15.45169133,32,35,8,37.4908,5,0.625,100,0,39.58,28,6,5,0,0,0,0,204,0,0,0,0,0,0,0.0,0,0,0.0,0,3.638253638,3.846153846,0.7996161842,2.156964657,-3.195087979,0.8575883576,3.846153846,11.49448265,-2.780665281,0,0,0,204,1.0,1,1
30,0,False,1,52.39,52.439,0,6,-5.417544078,0,-1.120842466,6,52.59,52.21,54.5482,57.267,52.02506667,52.23998333,-0.2149166667,4.627922912,47.96207709,63.04036667,83.85874242,38.96572663,30.78927071,8.176455922,26.55618575,0,35,9,60.27,9,1.0,100,2,57.04,28,7,9,0,0,0,0,205,0,0,0,0,0,0,0.0,0,0,0.0,0,0.3447615399,1.108982953,0.8475085203,-1.7238077,3.565815583,-0.3830683777,1.108982953,1.654659492,-0.7278299176,0,0,0,205,2.0,1,1
46,0,True,1,41.93,42.1055,0,4,-0.3616876776,1,-6.362302404,4,41.55,41.89,40.394,39.14923077,41.98296667,41.99083333,-0.007866666667,2.928501599,38.6214984,35.84485773,43.72958462,59.18140988,65.76694371,-6.585533831,-10.01344058,32,35,9,37.4908,5,0.5555555556,100,0,39.58,28,7,5,0,0,0,0,206,0,0,0,0,0,0,0.0,0,0,0.0,0,0.09548818334,1.694915254,2.710893341,-1.1458582,1.422406933,0.9071377417,1.694915254,1.335216123,0.8116495584,0,0,0,206,1.0,0,0
355,0,True,2,43.15,43.1085,0,4,4.282996136,1,-10.09433023,4,41.55,41.89,40.394,39.14923077,42.6396,42.65226667,-0.01266666667,2.928501599,38.6214984,49.32537084,30.22793304,63.82609369,65.76694371,-1.940850018,-2.951102648,32,35,9,37.4908,5,0.5555555556,100,0,39.58,28,7,5,0,0,0,0,208,0,0,0,0,0,0,0.0,0,0,0.0,0,3.007877775,5.514442588,13.82230775,-1.1458582,4.759592428,3.819527333,5.514442588,9.346512861,0.8116495584,0,0,0,208,0.0,0,0
22,0,False,1,50.67,50.4095,0,6,-15.04800767,0,8.034795865,6,49.04,50.44,53.3564,55.95707692,49.96323333,50.20443333,-0.2412,4.634143739,44.40585626,100.0204288,147.8537315,31.86485182,33.90947487,-2.044623051,-6.02965118,0,35,10,60.27,9,0.9,100,2,57.04,28,11,9,0,0,0,0,207,0,0,0,0,0,0,0.0,0,0,0.0,0,0.4559873117,0.7731958763,0.2452643541,-3.172085646,11.50855815,3.231562252,0.7731958763,-1.900798744,2.775574941,0,0,0,207,1.0,1,1
55,0,False,2,50.791,50.8775,0,6,-14.45868264,0,6.94342575,6,49.04,50.44,53.3564,55.95707692,50.65186667,50.34046667,0.3114,4.634143739,44.40585626,39.66470803,38.06634602,32.45417684,33.90947487,-1.455298023,-4.291715012,0,35,10,60.27,9,0.9,100,2,57.04,28,11,9,0,0,0,0,210,0,0,0,0,0,0,0.0,0,0,0.0,0,0.6958762887,1.823949247,2.057547822,-3.172085646,12.26950653,3.471451229,1.823949247,-3.00496,2.775574941,0,0,0,210,0.0,1,1
112,0,False,1,44.39,44.2645,0,4,13.3042114,1,-18.85125679,4,44.49,43.29,41.233,39.91884615,43.98476667,43.53491667,0.44985,2.988316128,41.50168387,34.19569692,10.15899074,71.02579525,64.29235308,6.733442165,10.4731618,32,35,10,37.4908,5,0.5,100,0,39.58,28,11,5,0,0,0,0,209,0,0,0,0,0,0,0.0,0,0,0.0,0,2.541002541,3.164703165,1.973827338,-2.125202125,9.916628073,-0.231000231,3.164703165,10.74639328,-2.772002772,0,0,0,209,1.0,0,0
328,0,False,3,49.701,49.415,0,6,-17.77582918,0,11.83797171,6,49.04,50.44,53.3564,55.95707692,48.65466667,48.17171667,0.48295,4.634143739,44.40585626,85.03345218,103.7691698,29.1370303,33.90947487,-4.772444562,-14.07407393,0,35,10,60.27,9,0.9,100,2,57.04,28,11,9,0,0,0,0,211,0,0,0,0,0,0,0.0,0,0,0.0,0,-1.465107058,2.101506741,7.495262939,-6.413560666,31.73720742,1.310467883,2.101506741,1.662373492,2.775574941,0,0,0,211,0.0,0,0
25,0,True,1,44.315,43.883,0,4,6.84026644,1,-14.62187217,4,43.37,44.6,42.33,40.22461538,43.81363333,44.00691667,-0.1932833333,3.057471925,40.31252808,49.98783956,104.9363292,67.9136737,71.60033034,-3.686656637,-5.148938028,2,36,1,46.07,-7,-7.0,100,0,39.58,28,12,5,0,0,0,0,212,0,0,0,0,0,0,0.0,0,0,0.0,0,-0.6390134529,-0.5829596413,-0.03267710994,-3.542600897,10.28625148,2.118834081,-0.5829596413,1.575036699,2.757847534,0,0,0,212,1.0,1,1
51,0,False,1,44.655,43.99,0,6,-32.65260794,0,24.11047739,6,40.76,45.14,47.6468,53.69569231,43.41066667,43.32296667,0.0877,4.830151056,35.92984894,125.2363423,123.0072091,20.40676827,22.81491467,-2.408146398,-10.55514094,18,36,2,47.205,0,0.0,100,2,57.04,28,13,9,0,0,0,0,213,0,0,0,0,0,0,0.0,0,0,0.0,0,-1.074435091,-0.841825432,-0.1958167265,-10.03544528,89.92772743,8.628710678,-0.841825432,7.972538152,9.703145769,0,0,0,213,2.0,1,1
85,0,False,2,44.52,44.1855,0,6,-32.83268087,0,23.9076834,6,40.76,45.14,47.6468,53.69569231,43.8281,43.69163333,0.1364666667,4.830151056,35.92984894,57.03558319,66.04594052,20.22669534,22.81491467,-2.588219332,-11.3444182,18,36,2,47.205,0,0.0,100,2,57.04,28,13,9,0,0,0,0,215,0,0,0,0,0,0,0.0,0,0,0.0,0,-1.373504652,-0.5981391227,-0.4637764576,-10.03544528,86.92643121,8.329641117,-0.5981391227,5.34005464,9.703145769,0,0,0,215,0.0,1,1
100,0,False,3,44.91,44.55,0,6,-32.30357254,0,23.43550809,6,40.76,45.14,47.6468,53.69569231,44.27883333,44.08035,0.1984833333,4.830151056,35.92984894,27.95980385,-52.23435681,20.75580367,22.81491467,-2.059111001,-9.025284693,18,36,2,47.205,0,0.0,100,2,57.04,28,13,9,0,0,0,0,216,0,0,0,0,0,0,0.0,0,0,0.0,0,-0.5095259194,-0.2215330084,-0.06379993596,-10.03544528,95.59684251,9.193619849,-0.2215330084,2.085767137,9.703145769,0,0,0,216,0.0,1,1
194,0,False,4,45.121,44.99,0,6,-32.00560607,0,23.08935395,6,40.76,45.14,47.6468,53.69569231,44.59073333,44.84558333,-0.25485,4.830151056,35.92984894,62.91710671,69.74917449,21.05377013,22.81491467,-1.761144534,-7.719268558,18,36,2,47.205,0,0.0,100,2,57.04,28,13,9,0,0,0,0,217,0,0,0,0,0,0,0.0,0,0,0.0,0,-0.0420912716,1.129818343,1.324044979,-10.03544528,100.2877573,9.661054497,1.129818343,-9.638747095,9.703145769,0,0,0,217,0.0,1,1
38,0,False,1,43.802,44.14,0,4,21.89442372,1,-31.87575692,4,42.9,43.32,44.552,41.26846154,43.7432,43.58563333,0.1575666667,3.591153051,39.30884695,55.78404954,45.32655322,60.86846698,55.39173557,5.476731416,9.887271739,2,36,3,46.07,-7,-2.333333333,100,1,43.665,29,1,-7,0,0,0,0,214,0,0,0,0,0,0,0.0,0,0,0.0,0,1.112650046,2.49076639,3.432565869,-1.431209603,3.640796358,2.082179132,2.49076639,1.017695409,0.9695290859,0,0,0,214,2.0,1,1
57,0,True,1,49.965,49.465,0,6,-28.87718861,0,18.43690737,6,49.995,49.56,48.654,53.68615385,49.07226667,49.21075,-0.1384833333,4.880390405,45.1146096,39.93396788,13.91566903,35.6286017,39.34502107,-3.716419376,-9.44571708,32,37,1,40.61,8,8.0,100,2,57.04,28,14,9,0,0,0,0,218,0,0,0,0,0,0,0.0,0,0,0.0,0,0.8171912833,1.271186441,0.5771124882,-2.643260694,9.146876696,-0.06053268765,1.271186441,1.692863299,-0.8777239709,0,0,0,218,1.0,0,0
209,0,False,2,42.18,42.075,0,4,15.54596759,1,-25.72252941,4,42.9,43.32,44.552,41.26846154,41.63763333,41.61173333,0.0259,3.591153051,39.30884695,62.02837598,52.41857881,54.52001085,55.39173557,-0.8717247129,-1.573745079,2,36,3,46.07,-7,-2.333333333,100,1,43.665,29,1,-7,0,0,0,0,219,0,0,0,0,0,0,0.0,0,0,0.0,0,-2.631578947,2.49076639,12.7585656,-4.870729455,10.90629633,-1.662049862,2.49076639,10.34369514,0.9695290859,0,0,0,219,0.0,0,0
243,0,False,2,51.42,51.15,0,6,-23.51421881,0,13.63481009,6,49.995,49.56,48.654,53.68615385,50.9155,51.12996667,-0.2144666667,4.880390405,45.1146096,39.0402901,37.48984343,40.99157149,39.34502107,1.646550417,4.184901603,32,37,1,40.61,8,8.0,100,2,57.04,28,14,9,0,0,0,0,220,0,0,0,0,0,0,0.0,0,0,0.0,0,3.753026634,4.761904762,4.80418156,-2.643260694,16.90705488,2.875302663,4.761904762,8.983819517,-0.8777239709,0,0,0,220,0.0,0,0
