Num Of Trading Min,OrderType,LastBuyScore,Position Num of Buys,Position Current Price Real,Position Current Price 10 Min avg,Security Trade Signal,Security Trade Signal Reason,Security Trade Score,Opp Security,Opp Security Trade Score,BuyReason,Open Price,Previous Closing Price,Short MAVG 5,Long MAVG 13,Short MAVG Min,Long MAVG Min,MAVG Min Diff,ATR Stoploss Range,ATR Stoploss,Slope 15 Min,Slope 15 Min Win Diff,RSI,Previous Day RSI,RSI Slope,RSI Gain Percent,Last AB Pattern,Last AB Date,Last AB Age,Last AB Stop-Loss Level,Last AB Total Net,Last AB Net Age Ratio,Last Confirmation Age,Last Confirmed Signal,Last Confirmed AB Confirmation Level,Last Confirmed AB Confirmation Date,Last Confirmed AB Age,Last Confirmed AB Total Net,Position Amount,Position Cost Basis,Position Gain Loss,Position Gain Loss Percent,Position Last Buy DT,Position Num of Days Held,Position Gain Avg Per Day,Position Held Max High,Position Held Max Gain,Position Held Max Gain Percent,Position Held Max Gain Loss Ratio,Position Day High,Position Day High Gain Loss Percent,Position Day High Trail Percent,Position Day Slope High,Position Day Slope Trail,Daily Current Gain Loss Percent,Daily Max Gain Percent,Daily Max Gain Loss Ratio,Daily Max Loss Percent,Daily Max Loss Ratio,Daily Current Gain Loss Percent From Open,Daily Max Gain Percent From Open,Daily Max Gain Loss Ratio From Open,Daily Current Gain Loss Diff From Open Close,Position Trailing Stop,Position Trailing Percent,Position Trailing Loss Percent,Position Last Sell DT,Position Num of Days Since Last Sell,Opp Pos Num of Days Since Last Buy,Opp Pos Num of Days Since Last Sell
21,0,False,1,36.34,36.6635,0,6,-23.80314175,0,19.37765532,6,36.25,36.53,38.252,43.34538462,36.33373333,36.75795,-0.4242166667,3.681730617,32.56826938,34.84314141,86.68678744,30.41739074,28.75360941,1.66378133,5.786339054,28,50,2,37.37,-12,-6.0,100,1,60.29,35,32,43,0,0,0,0,331,0,0,0,0,0,0,0.0,0,0,0.0,0,-0.5201204489,1.669860389,3.656962253,-3.093347933,7.95988792,0.2463728442,1.669860389,2.377025464,0.7664932932,0,0,0,331,2.0,1,1
45,0,False,1,49.591,49.217,0,4,20.64471226,1,-24.32766157,4,49.36,49.03,47.635,43.42961538,48.78416667,49.00135,-0.2171833333,3.288961712,46.07103829,83.37003755,105.4849665,66.65188602,67.03409683,-0.3822108133,-0.5701737345,33,51,1,46.37,4,4.0,100,1,43.35,38,4,6,0,0,0,0,332,0,0,0,0,0,0,0.0,0,0,0.0,0,1.14419743,2.983887416,5.489427798,-2.447481134,8.790565525,0.4711401183,2.983887416,7.49775504,-0.6730573119,0,0,0,332,1.0,0,0
51,0,False,2,49.185,49.55,0,4,19.78201615,1,-23.7437233,4,49.36,49.03,47.635,43.42961538,48.88206667,49.0618,-0.1797333333,3.288961712,46.07103829,53.96115938,3.745092712,65.78918991,67.03409683,-1.244906925,-1.857124931,33,51,1,46.37,4,4.0,100,1,43.35,38,4,6,0,0,0,0,334,0,0,0,0,0,0,0.0,0,0,0.0,0,0.3161329798,2.983887416,7.96027889,-2.447481134,6.763893405,-0.356924332,2.983887416,9.968606133,-0.6730573119,0,0,0,334,0.0,0,0
61,0,False,2,37.725,37.1025,0,6,-18.37808454,0,14.38813958,6,36.25,36.53,38.252,43.34538462,36.613,36.57023333,0.04276666667,3.681730617,32.56826938,113.2686381,150.3549879,35.84244794,28.75360941,7.088838535,24.65373454,28,50,2,37.37,-12,-6.0,100,1,60.29,35,32,43,0,0,0,0,333,0,0,0,0,0,0,0.0,0,0,0.0,0,3.271283876,3.274021352,0.00896255503,-3.093347933,19.68802065,4.037777169,3.274021352,-2.500552853,0.7664932932,0,0,0,333,0.0,0,0
21,0,False,1,47.3,47.395,0,4,17.25001877,1,-21.66674634,4,46.7,46.64,46.964,43.95923077,47.1058,47.34105,-0.23525,3.311263266,43.38873673,33.82390948,-5.262083972,58.94977426,56.72360164,2.226172621,3.92459674,33,51,2,46.37,4,2.0,100,1,43.35,38,5,6,0,0,0,0,335,0,0,0,0,0,0,0.0,0,0,0.0,0,1.41509434,2.465694683,2.590459679,-0.06432246998,0.09515974333,1.2864494,2.465694683,2.907658824,-0.12864494,0,0,0,335,1.0,1,1
35,0,False,1,38.782,38.6175,0,6,-18.2095598,0,13.14215776,6,38.19,38.25,38.511,42.50807692,37.96406667,37.90575,0.05831666667,3.635699609,34.55430039,114.2467434,101.2867247,39.60926522,37.8334404,1.775824813,4.693796795,28,50,3,37.37,-12,-4.0,100,1,60.29,35,33,43,0,0,0,0,336,0,0,0,0,0,0,0.0,0,0,0.0,0,1.390849673,1.720261438,0.566674356,-2.483660131,9.622965526,1.547712418,1.720261438,0.2968294246,0.1568627451,0,0,0,336,1.0,0,0
40,0,False,2,38.14,38.71,0,6,-20.63382239,0,73.75922825,6,38.19,38.25,38.511,42.50807692,38.08246667,37.97688333,0.1055833333,3.635699609,34.55430039,52.42717432,-5.746696598,37.18500263,37.8334404,-0.6484377755,-1.713927596,28,50,3,37.37,-12,-4.0,100,1,60.29,35,33,43,0,0,0,0,338,0,0,0,0,0,0,0.0,0,0,0.0,0,-0.2875816993,1.720261438,3.454015122,-2.483660131,5.454312444,-0.1307189542,1.720261438,3.184170191,0.1568627451,0,0,0,338,0.0,0,0
53,0,False,2,47.09,47.045,0,4,16.71537025,1,-21.28917627,4,46.7,46.64,46.964,43.95923077,46.66613333,46.89913333,-0.233,3.311263266,43.38873673,67.6000412,66.92441894,58.41512573,56.72360164,1.691524096,2.982046356,33,51,2,46.37,4,2.0,100,1,43.35,38,5,6,0,0,0,0,337,0,0,0,0,0,0,0.0,0,0,0.0,0,0.9648370497,2.465694683,3.700656685,-1.80102916,4.981405694,0.8361921098,2.465694683,4.017855829,-0.12864494,0,0,0,337,0.0,0,0
32,0,False,1,47.445,47.1155,0,4,18.60471465,1,-24.94185846,4,46.33,46.53,46.4096,44.35523077,46.78486667,46.75555,0.02931666667,3.153785977,43.17621402,46.99160997,42.08629821,65.1552908,56.82242231,8.332868497,14.66475409,33,51,3,46.37,4,1.333333333,100,1,43.35,38,6,6,0,0,0,0,340,0,0,0,0,0,0,0.0,0,0,0.0,0,1.966473243,2.127659574,0.3429496413,-0.6017623039,1.54546734,2.39630346,2.127659574,-0.5715827355,0.4298302171,0,0,0,340,1.0,1,1
179,0,False,1,38.046,37.8425,0,6,-23.89335678,0,6.448153992,6,38.49,38.34,38.708,41.89461538,37.42876667,37.16425,0.2645166667,3.453511745,35.03648825,58.96829541,49.40731281,29.87301087,37.83329072,-7.960279854,-21.04041098,28,50,4,37.37,-12,-3.0,100,1,60.29,35,34,43,0,0,0,0,339,0,0,0,0,0,0,0.0,0,0,0.0,0,-0.7668231612,0.5477308294,0.7200217476,-4.720918101,18.66695838,-1.158059468,0.5477308294,0.9343139344,-0.3912363067,0,0,0,339,1.0,0,0
319,0,True,2,39.98,38.825,0,6,-15.14912828,0,7.871957217,6,38.49,38.34,38.708,41.89461538,38.32863333,38.46291667,-0.1342833333,3.453511745,35.03648825,134.0925597,143.8772441,38.61723937,37.83329072,0.7839486468,2.072113294,28,50,4,37.37,-12,-3.0,100,1,60.29,35,34,43,0,0,0,0,342,0,0,0,0,0,0,0.0,0,0,0.0,0,4.277516954,4.851330203,2.78375755,-4.720918101,42.48087493,3.886280647,4.851330203,4.681774062,-0.3912363067,0,0,0,342,0.0,0,0
42,0,True,1,34.025,33.9285,0,6,-12.16034112,0,8.268206522,6,35.09,35.86,37.988,40.17923077,33.6464,34.29988333,-0.6534833333,3.880226465,31.20977353,77.22453202,97.04485432,31.11131134,32.31549861,-1.204187274,-3.72634595,15,52,1,37.37,3,3.0,100,0,42.14,39,2,-12,0,0,0,0,343,0,0,0,0,0,0,0.0,0,0,0.0,0,-5.117122142,-1.366424986,-5.125046309,-7.696597881,19.85318751,-2.969882878,-1.366424986,-2.191004927,2.147239264,0,0,0,343,2.0,2,2
84,0,False,2,35.49,35.405,0,6,-9.484430262,0,4.546812303,6,35.09,35.86,37.988,40.17923077,34.9189,34.53941667,0.3794833333,3.880226465,31.20977353,103.5850607,139.790222,33.78722219,32.31549861,1.471723584,4.554234492,15,52,1,37.37,3,3.0,100,0,42.14,39,2,-12,0,0,0,0,344,0,0,0,0,0,0,0.0,0,0,0.0,0,-1.031790296,-0.2230897936,-0.1804128281,-7.696597881,51.29634393,1.115448968,-0.2230897936,0.2986143362,2.147239264,0,0,0,344,0.0,2,2
117,0,False,3,36.075,36.1475,0,6,-7.900270716,0,0.6793156582,6,35.09,35.86,37.988,40.17923077,35.78626667,35.37601667,0.41025,3.880226465,31.20977353,95.98968937,90.15083792,35.37138174,32.31549861,3.05588313,9.456400988,15,52,1,37.37,3,3.0,100,0,42.14,39,2,-12,0,0,0,0,345,0,0,0,0,0,0,0.0,0,0,0.0,0,0.5995538204,1.868377022,2.370640114,-7.696597881,63.8521436,2.746793084,1.868377022,-1.641212387,2.147239264,0,0,0,345,0.0,2,2
163,0,True,4,34.95,35.315,0,6,-10.5226923,0,5.149117184,6,35.09,35.86,37.988,40.17923077,35.09153333,35.4314,-0.3398666667,3.880226465,31.20977353,29.28524974,34.4296355,32.74896016,32.31549861,0.4334615468,1.341342593,15,52,1,37.37,3,3.0,100,0,42.14,39,2,-12,0,0,0,0,346,0,0,0,0,0,0,0.0,0,0,0.0,0,-2.537646403,1.868377022,8.232112924,-7.696597881,39.70637501,-0.3904071389,1.868377022,4.220260423,2.147239264,0,0,0,346,0.0,2,2
21,0,True,1,52.64,52.525,0,11,8.946292709,1,-12.4303437,11,52.67,49.81,47.6662,46.487,51.54746667,50.90973333,0.6377333333,3.865918876,48.80408112,19.51108567,-123.6760176,66.57606767,63.52577496,3.050292709,4.801661547,1,53,1,46.37,0,0.0,100,0,46.61,40,4,4,0,0,0,0,341,0,0,0,0,0,0,0.0,0,0,0.0,0,5.681590042,6.504717928,5.354214717,3.292511544,-7.866068535,-0.0602288697,6.504717928,42.70312713,-5.741818912,0,0,0,341,3.0,1,1
169,0,False,1,32.28,32.1025,0,6,-12.98595314,0,-12.79198242,6,32.56,34.61,36.762,38.96538462,31.72966667,31.51276667,0.2169,3.92214338,28.63785662,94.88841864,90.0016396,30.15832492,32.12735499,-1.969030068,-6.12882719,15,52,2,37.37,3,1.5,100,2,34.89,41,3,3,0,0,0,0,347,0,0,0,0,0,0,0.0,0,0,0.0,0,-6.732158336,-3.438312626,-11.32527129,-10.92169893,45.75690104,-0.8090147356,-3.438312626,9.040348136,5.9231436,0,0,0,347,1.0,0,0
326,0,False,2,31.14,31.0525,0,6,-14.86706221,0,12.35572474,6,32.56,34.61,36.762,38.96538462,30.86586667,30.92538333,-0.05951666667,3.92214338,28.63785662,25.48964969,20.79014714,28.27721586,32.12735499,-3.850139132,-11.98399038,15,52,2,37.37,3,1.5,100,2,34.89,41,3,3,0,0,0,0,349,0,0,0,0,0,0,0.0,0,0,0.0,0,-10.02600405,-3.438312626,-22.65054258,-11.55735337,17.69834523,-4.102860445,-3.438312626,-2.284923155,5.9231436,0,0,0,349,0.0,0,0
86,0,True,1,54.47,54.445,0,7,6.350783368,1,-12.28513467,7,51.56,55.61,49.259,47.46346154,53.4894,52.6663,0.8231,4.160963683,47.39903632,73.46495443,3.438743428,68.36711244,70.99402138,-2.626908939,-3.700183323,1,53,2,46.37,0,0.0,100,0,46.61,40,5,4,0,0,0,0,348,0,0,0,0,0,0,0.0,0,0,0.0,0,-2.049991009,-1.348678295,-0.945845235,-8.503866211,54.88289126,5.232871786,-1.348678295,8.876393743,7.282862794,0,0,0,348,1.0,1,1
297,0,False,2,52.587,52.175,0,4,0.5988417181,1,-8.187977109,4,51.56,55.61,49.259,47.46346154,51.84606667,52.13188333,-0.2858166667,4.160963683,47.39903632,29.19625559,-5.862375616,62.61517079,70.99402138,-8.37885059,-11.80219183,1,53,2,46.37,0,0.0,100,0,46.61,40,5,4,0,0,0,0,351,0,0,0,0,0,0,0.0,0,0,0.0,0,-5.436072649,0.7372774681,4.551471944,-8.503866211,26.08810602,1.846790146,0.7372774681,-0.8180186977,7.282862794,0,0,0,351,0.0,1,1
308,0,False,3,52.47,52.53,0,4,0.2732165693,1,-7.943876092,4,51.56,55.61,49.259,47.46346154,52.21446667,51.99086667,0.2236,4.160963683,47.39903632,29.86492648,-21.74357263,62.28954564,70.99402138,-8.704475738,-12.26085742,1,53,2,46.37,0,0.0,100,0,46.61,40,5,4,0,0,0,0,352,0,0,0,0,0,0,0.0,0,0,0.0,0,-5.646466463,0.7372774681,4.706590562,-8.503866211,24.29894517,1.636396332,0.7372774681,-0.6629000792,7.282862794,0,0,0,352,0.0,1,1
358,0,True,4,52.99,52.417,0,4,1.746976258,1,-9.046765184,4,51.56,55.61,49.259,47.46346154,52.1393,52.20835,-0.06905,4.160963683,47.39903632,55.32085455,55.32085455,63.76330533,70.99402138,-7.23071605,-10.18496475,1,53,2,46.37,0,0.0,100,0,46.61,40,5,4,0,0,0,0,353,0,0,0,0,0,0,0.0,0,0,0.0,0,-4.711382845,0.7372774681,4.01717448,-8.503866211,32.25077115,2.57147995,0.7372774681,-1.352316162,7.282862794,0,0,0,353,0.0,1,1
170,0,False,1,55.09,54.8475,0,11,18.05612117,1,-18.27093835,11,54.92,53.65,52.2448,48.35415385,54.59166667,54.27808333,0.3135833333,4.021369971,50.89863003,14.84668784,-14.48924225,64.3402747,65.7373843,-1.397109603,-2.125289313,1,53,3,46.37,0,0.0,100,0,46.61,40,6,4,0,0,0,0,354,0,0,0,0,0,0,0.0,0,0,0.0,0,2.684063374,4.810810811,10.23137956,-3.243243243,19.22369714,0.3168685927,4.810810811,21.61950581,-2.367194781,0,0,0,354,1.0,2,2
187,0,True,2,55.165,55.41,0,11,18.20011538,1,-18.36123858,11,54.92,53.65,52.2448,48.35415385,54.88916667,54.46406667,0.4251,4.021369971,50.89863003,35.10607877,65.70218582,64.48426891,65.7373843,-1.253115388,-1.906244676,1,53,3,46.37,0,0.0,100,0,46.61,40,6,4,0,0,0,0,355,0,0,0,0,0,0,0.0,0,0,18.15954808,0,2.823858341,4.810810811,9.558852422,-3.243243243,19.67708622,0.4566635601,4.810810811,20.94697867,-2.367194781,0,0,0,355,0.0,2,2
25,0,True,1,27.85,27.7365,0,6,-24.02516912,0,28.36200937,6,27.43,28.76,30.65,35.59076923,27.63603333,28.25765,-0.6216166667,3.831972908,23.59802709,71.33303611,206.3529303,29.54522961,28.86655259,0.6786770289,2.351084449,29,54,3,37.37,0,0.0,100,2,34.89,41,6,3,0,0,0,0,350,0,0,0,0,0,0,0.0,0,0,0.0,0,-3.164116829,-1.73852573,-2.478426806,-7.093184979,27.86960719,1.460361613,-1.73852573,5.561347955,4.624478442,0,0,0,350,3.0,1,1
183,0,False,2,28.635,28.2365,0,6,-22.45614502,0,26.24470913,6,27.43,28.76,30.65,35.59076923,28.00116667,28.19016667,-0.189,3.831972908,23.59802709,61.26647579,51.33625058,31.11425372,28.86655259,2.247701137,7.78652432,29,54,3,37.37,0,0.0,100,2,34.89,41,6,3,0,0,0,0,357,0,0,0,0,0,0,0.0,0,0,0.0,0,-0.4346314325,3.92906815,17.14527305,-7.093184979,47.230352,4.18984701,3.92906815,-1.024617911,4.624478442,0,0,0,357,0.0,1,1
197,0,False,3,28.752,28.507,0,6,-22.20790659,0,25.63327167,6,27.43,28.76,30.65,35.59076923,28.29126667,28.12121667,0.17005,3.831972908,23.59802709,34.02565769,-45.60964532,31.36249215,28.86655259,2.495939569,8.646476094,29,54,3,37.37,0,0.0,100,2,34.89,41,6,3,0,0,0,0,358,0,0,0,0,0,0,0.0,0,0,0.0,0,-0.02781641168,3.92906815,15.54686911,-7.093184979,50.11596619,4.596662031,3.92906815,-2.623021853,4.624478442,0,0,0,358,0.0,1,1
356,0,False,4,27.965,27.855,0,6,-23.80527884,0,27.94981767,6,27.43,28.76,30.65,35.59076923,27.2706,27.09821667,0.1723833333,3.831972908,23.59802709,111.9231184,81.03501128,29.7651199,28.86655259,0.8985673168,3.112832106,29,54,3,37.37,0,0.0,100,2,34.89,41,6,3,0,0,0,0,359,0,0,0,0,0,0,0.0,0,0,0.0,0,-2.764255911,3.92906815,26.29852639,-7.197496523,31.90823389,1.860222531,3.92906815,8.128635429,4.624478442,0,0,0,359,0.0,1,1
278,0,False,1,54.39,54.315,0,4,20.7713543,1,-21.63898038,4,56.11,58.76,56.4484,50.44630769,53.5458,53.10686667,0.4389333333,4.450733574,51.65926643,79.56158266,54.35000338,58.57507537,67.8141826,-9.239107237,-13.62415188,1,53,5,46.37,0,0.0,100,0,46.61,40,8,4,0,0,0,0,356,0,0,0,0,0,0,0.0,0,0,0.0,0,-7.437031995,-2.808032675,-12.99838134,-11.99795779,54.72179525,-2.927161334,-2.808032675,-0.3345171669,4.50987066,0,0,0,356,2.0,1,1
21,0,False,1,54.01,54.0265,0,4,22.99895119,1,-18.54332696,4,53.25,52.44,55.34,50.57,53.41393333,52.87803333,0.5359,4.485586057,48.76441394,32.30552832,10.75801605,52.59303758,53.44408639,-0.8510488077,-1.592409685,1,53,6,46.37,0,0.0,100,0,46.61,40,11,4,0,0,0,0,361,0,0,0,0,0,0,0.0,0,0,0.0,0,2.993897788,3.852021358,3.305510318,0.4614797864,-1.168659718,1.449275362,3.852021358,9.255428892,-1.544622426,0,0,0,361,1.0,2,2
32,0,False,2,54.412,53.9175,0,4,23.96915931,1,-19.29956183,4,53.25,52.44,55.34,50.57,53.80286667,53.24198333,0.5608833333,4.485586057,48.76441394,34.66556397,24.74170904,53.5632457,53.44408639,0.1191593083,0.2229606985,1,53,6,46.37,0,0.0,100,0,46.61,40,11,4,0,0,0,0,362,0,0,0,0,0,0,0.0,0,0,0.0,0,3.760488177,4.214340198,1.912686818,0.4614797864,-1.522425687,2.215865751,4.214340198,8.422251197,-1.544622426,0,0,0,362,0.0,2,2
85,0,False,3,54.198,54.03,0,4,23.457678,1,-18.90074464,4,53.25,52.44,55.34,50.57,53.55843333,53.52036667,0.03806666667,4.485586057,48.76441394,40.86092263,-9.759658399,53.05176439,53.44408639,-0.3923220031,-0.7340793521,1,53,6,46.37,0,0.0,100,0,46.61,40,11,4,0,0,0,0,363,0,0,0,0,0,0,0.0,0,0,0.0,0,3.352402746,4.214340198,3.632497654,0.09534706331,-0.3105506944,1.80778032,4.214340198,10.14206203,-1.544622426,0,0,0,363,0.0,2,2
113,0,True,1,30.668,30.62,0,6,-18.5170926,0,23.36567388,6,31.13,31.63,30.304,34.60230769,30.46503333,30.72963333,-0.2646,3.715483653,27.41451635,36.18588116,29.17966561,41.87636634,38.90192047,2.974445866,7.646012921,29,54,5,37.37,0,0.0,100,2,34.89,41,10,3,0,0,0,0,360,0,0,0,0,0,0,0.0,0,0,0.0,0,-3.041416377,-0.1264622194,-0.3686315722,-4.584255454,7.072768452,-1.460638634,-0.1264622194,-0.1687229105,1.580777743,0,0,0,360,2.0,0,0
81,0,False,1,52.881,52.7325,0,4,19.16008963,1,-18.40360606,4,50.87,54.05,54.97,51.22,52.1746,51.79051667,0.3840833333,4.504243214,46.36575679,50.76646028,-18.28353237,53.10147785,52.69138822,0.4100896305,0.7782858723,1,53,7,46.37,0,0.0,100,0,46.61,40,12,4,0,0,0,0,364,0,0,0,0,0,0,0.0,0,0,0.0,0,-2.162812211,-1.979648474,-0.3625998129,-6.956521739,33.34754454,3.720629047,-1.979648474,11.28454569,5.883441258,0,0,0,364,1.0,1,1
291,0,False,2,51.92,51.43,0,4,16.42349187,1,-15.72974494,4,50.87,54.05,54.97,51.22,51.06036667,50.94181667,0.11855,4.504243214,46.36575679,26.13318915,34.96471889,50.36488009,52.69138822,-2.32650813,-4.415347951,1,53,7,46.37,0,0.0,100,0,46.61,40,12,4,0,0,0,0,366,0,0,0,0,0,0,0.0,0,0,0.0,0,-3.94079556,-1.961147086,-3.882381835,-6.956521739,20.97896473,1.942645698,-1.961147086,7.655911844,5.883441258,0,0,0,366,0.0,1,1
304,0,False,3,51.92,51.755,0,4,16.42349187,1,-15.7757884,4,50.87,54.05,54.97,51.22,51.4702,51.18053333,0.2896666667,4.504243214,46.36575679,27.43247267,-61.58117678,50.36488009,52.69138822,-2.32650813,-4.415347951,1,53,7,46.37,0,0.0,100,0,46.61,40,12,4,0,0,0,0,367,0,0,0,0,0,0,0.0,0,0,0.0,0,-3.94079556,-1.961147086,-3.882381835,-6.956521739,20.97896473,1.942645698,-1.961147086,7.655911844,5.883441258,0,0,0,367,0.0,1,1
21,0,True,1,52.925,52.729,0,11,19.58265874,1,-20.44824204,11,52.2,49.95,53.488,51.37307692,51.7339,50.9011,0.8328,4.439173679,47.76082632,41.16578654,-103.8526101,54.56054844,45.55250508,9.00804336,19.77507789,10,55,1,52.99,6,6.0,100,0,46.61,40,13,4,0,0,0,0,368,0,0,0,0,0,0,0.0,0,0,0.0,0,5.955955956,6.006006006,0.3006009012,3.783783784,-8.219029841,1.451451451,6.006006006,27.35468201,-4.504504505,0,0,0,368,1.0,2,2
22,0,False,1,59.075,58.8255,0,4,17.41705624,1,-20.58502314,4,58.41,57.21,54.3008,52.618,57.82983333,57.61576667,0.2140666667,4.590166124,53.81983388,91.63541723,110.7867312,71.1166418,62.11358556,9.003056239,14.49450415,10,55,2,52.99,6,3.0,100,0,46.61,40,14,4,0,0,0,0,369,0,0,0,0,0,0,0.0,0,0,0.0,0,3.259919594,3.828002098,2.174621013,-0.85649362,3.525681655,1.162384199,3.828002098,10.20399091,-2.097535396,0,0,0,369,1.0,3,3
35,0,False,1,28.232,27.8955,0,6,-18.53231372,0,13.49485669,6,27.54,28.15,30.238,32.42461538,27.75176667,27.88705,-0.1352833333,3.588483766,23.95151623,104.8640898,202.6946979,25.60834611,33.20758291,-7.599236801,-22.88404074,26,55,2,31.2395,9,4.5,100,2,34.89,41,13,3,0,0,0,0,365,0,0,0,0,0,0,0.0,0,0,0.0,0,0.2912966252,0.9236234458,0.5840318769,-3.943161634,16.69715335,2.458259325,0.9236234458,-1.417425679,2.1669627,0,0,0,365,3.0,0,0
55,0,False,2,28.321,28.265,0,6,-18.0647097,0,13.21747386,6,27.54,28.15,30.238,32.42461538,28.0997,27.92033333,0.1793666667,3.588483766,23.95151623,30.12512602,-3.430484502,26.07595013,33.20758291,-7.131632778,-21.4759165,26,55,2,31.2395,9,4.5,100,2,34.89,41,13,3,0,0,0,0,371,0,0,0,0,0,0,0.0,0,0,0.0,0,0.6074600355,1.385435169,1.07783411,-3.943161634,17.94383678,2.774422735,1.385435169,-1.924352224,2.1669627,0,0,0,371,0.0,0,0
92,0,False,3,28.265,28.148,0,6,-18.358244,0,14.05657884,6,27.54,28.15,30.238,32.42461538,27.9326,28.02246667,-0.08986666667,3.588483766,23.95151623,49.56777855,95.52823485,25.78241583,33.20758291,-7.425167079,-22.35985407,26,55,2,31.2395,9,4.5,100,2,34.89,41,13,3,0,0,0,0,372,0,0,0,0,0,0,0.0,0,0,0.0,0,0.4085257549,1.385435169,1.353444659,-3.943161634,17.15940676,2.575488455,1.385435169,-1.648741675,2.1669627,0,0,0,372,0.0,0,0
44,0,False,1,57.82,57.7105,0,4,4.476562538,1,-4.926343745,4,56.035,58.26,55.138,53.39461538,56.8519,57.06043333,-0.2085333333,4.65682627,51.37817373,76.93012181,67.06980569,65.82171895,70.06207949,-4.240360539,-6.05229044,10,55,3,52.99,6,2.0,100,0,46.61,40,15,4,0,0,0,0,370,0,0,0,0,0,0,0.0,0,0,0.0,0,-0.7552351528,-0.4806041881,-0.1319887918,-4.497082046,16.82739248,3.063851699,-0.4806041881,1.703480344,3.819086852,0,0,0,370,1.0,1,1
85,0,True,2,58.82,58.154,0,4,7.136257862,1,-7.07468736,4,56.035,58.26,55.138,53.39461538,57.73403333,57.53208333,0.20195,4.65682627,51.37817373,54.76119448,47.77933109,68.48141427,70.06207949,-1.580665215,-2.256092349,10,55,3,52.99,6,2.0,100,0,46.61,40,15,4,0,0,0,0,374,0,0,0,0,0,0,0.0,0,0,0.0,0,0.9612083762,0.9783728115,0.01679321681,-4.497082046,24.54637986,4.780295228,0.9783728115,-3.719697524,3.819086852,0,0,0,374,0.0,1,1
21,0,False,1,28.15,28.0,0,6,-1.100048314,0,-0.1569848558,6,27.65,27.34,28.7068,30.43569231,27.58463333,27.0182,0.5664333333,3.49477979,24.15522021,65.33061102,27.8219093,35.1089781,27.56456488,7.544413225,27.36997031,19,56,2,27.04,3,1.5,100,2,34.89,41,17,3,0,0,0,0,373,0,0,0,0,0,0,0.0,0,0,0.0,0,2.962692026,3.511338698,1.926484289,-0.5120702268,1.779322295,1.828822238,3.511338698,5.907885154,-1.133869788,0,0,0,373,2.0,1,1
34,0,False,1,59.2,58.4675,0,4,7.033193489,1,-7.290484241,4,58.1,58.73,56.518,54.86846154,57.99493333,58.71485,-0.7199166667,4.774605898,53.3253941,103.543208,185.6636859,67.10928139,68.3237802,-1.214498819,-1.777563851,10,55,4,52.99,6,1.5,100,0,46.61,40,18,4,0,0,0,0,375,0,0,0,0,0,0,0.0,0,0,0.0,0,0.8002724332,1.464328282,0.9723957602,-3.422441682,14.4519928,1.872978035,1.464328282,-0.5983973909,1.072705602,0,0,0,375,1.0,0,0
68,0,False,2,27.73,27.83,0,6,-3.87813775,0,2.114025965,6,27.65,27.34,28.7068,30.43569231,27.53483333,27.59608333,-0.06125,3.49477979,24.15522021,37.6215442,25.23159609,32.33088867,27.56456488,4.766323789,17.29148931,19,56,2,27.04,3,1.5,100,2,34.89,41,17,3,0,0,0,0,376,0,0,0,0,0,0,0.0,0,0,0.0,0,1.426481346,3.511338698,7.320640299,-1.389904901,3.914509049,0.2926115582,3.511338698,11.30204116,-1.133869788,0,0,0,376,0.0,0,0
89,0,False,2,58.21,58.275,0,4,3.920703305,1,-4.659598962,4,58.1,58.73,56.518,54.86846154,57.91406667,58.34566667,-0.4316,4.774605898,53.3253941,34.08540005,31.81029741,63.9967912,68.3237802,-4.326989003,-6.333064403,10,55,4,52.99,6,1.5,100,0,46.61,40,18,4,0,0,0,0,377,0,0,0,0,0,0,0.0,0,0,0.0,0,-0.8854077984,1.464328282,3.440784998,-3.422441682,8.682850514,0.1872978035,1.464328282,1.869991847,1.072705602,0,0,0,377,0.0,0,0
67,0,False,1,25.95,25.905,0,6,-14.5936685,0,18.73246576,6,27.145,28.69,27.7762,29.85469231,25.74836667,26.07945,-0.3310833333,3.448380214,23.69661979,45.99405759,54.57014175,34.16123256,38.36243952,-4.201206958,-10.95135505,19,56,3,27.04,3,1.0,100,0,28.025,42,1,3,0,0,0,0,378,0,0,0,0,0,0,0.0,0,0,0.0,0,-9.550365981,-4.635761589,-22.78293427,-11.38027187,20.82482653,-4.16521436,-4.635761589,2.18134477,5.385151621,0,0,0,378,1.0,1,1
103,0,True,2,25.849,25.8225,0,6,-14.90750641,0,18.7875368,6,27.145,28.69,27.7762,29.85469231,25.77676667,25.7605,0.01626666667,3.448380214,23.69661979,26.12270682,35.40181354,33.84739465,38.36243952,-4.515044875,-11.76944149,19,56,3,27.04,3,1.0,100,0,28.025,42,1,3,0,0,0,0,380,0,0,0,0,0,0,0.0,0,0,0.0,0,-9.902405019,-4.635761589,-24.41490332,-11.38027187,16.81852657,-4.517253398,-4.635761589,0.5493757199,5.385151621,0,0,0,380,0.0,1,1
