Num Of Trading Min,LastBuyScore,Position Num of Buys,Position Current Price Real,Position Current Price 10 Min avg,Security Trade Signal,Security Trade Signal Reason,Security Trade Score,Opp Security,Opp Security Trade Score,BuyReason,Open Price,Previous Closing Price,Short MAVG 5,Long MAVG 13,Short MAVG Min,Long MAVG Min,MAVG Min Diff,ATR Stoploss Range,ATR Stoploss,Slope 15 Min,Slope 15 Min Win Diff,RSI,Previous Day RSI,RSI Slope,RSI Gain Percent,Last AB Pattern,Last AB Age,Last AB Stop-Loss Level,Last AB Total Net,Last AB Net Age Ratio,Last Confirmed Signal,Last Confirmed AB Confirmation Level,Last Confirmed AB Age,Last Confirmed AB Total Net,Position Last Buy DT,Position Day Slope High,Daily Current Gain Loss Percent,Daily Max Gain Percent,Daily Max Gain Loss Ratio,Daily Max Loss Percent,Daily Max Loss Ratio,Daily Current Gain Loss Percent From Open,Daily Max Gain Percent From Open,Daily Max Gain Loss Ratio From Open,Daily Current Gain Loss Diff From Open Close,Position Last Sell DT,Position Num of Days Since Last Sell,Opp Pos Num of Days Since Last Buy,Opp Pos Num of Days Since Last Sell
34,-0.8391224795,1,64.67,64.8625,0,6,-1.149152923,0,-5.59881711,6,63.98,63.415,67.6844,69.52323077,64.4011,64.05506667,0.3460333333,2.741403901,61.2385961,49.22824418,14.17271876,30.2170756,22.17207468,8.045000923,36.28438492,11,1,64.0,3,3.0,0,67.802,7,3,14,0.0,1.979027044,2.728061184,2.043410964,0.3153827959,-0.5246847743,1.088070646,2.728061184,4.473994531,-0.8909563983,14,1.0,1,1
286,-0.7598885933,2,64.25,64.0355,0,6,-3.553115881,0,-9.0429984,6,63.98,63.415,67.6844,69.52323077,63.44756667,63.26778333,0.1797833333,2.741403901,61.2385961,49.61796374,28.92467523,27.81311265,22.17207468,5.641037965,25.44208445,11,1,64.0,3,3.0,0,67.802,7,3,15,0.0,1.316723173,2.728061184,3.850216447,-1.206339194,3.043669023,0.4257667744,2.728061184,6.280800014,-0.8909563983,15,0.0,0,0
279,-0.8341778037,1,63.875,63.5775,0,6,-10.49140951,0,3.496390423,6,63.89,62.995,66.167,68.79230769,63.2632,63.16196667,0.1012333333,2.756116414,61.13388359,36.44365566,26.14503805,24.33817192,21.70304297,2.635128952,12.14174877,11,2,64.0,3,1.5,2,63.625,1,3,16,0.0,1.396936265,2.817683943,4.003217921,-1.515993333,4.415981849,-0.0238114136,2.817683943,8.006435841,-1.420747678,16,1.0,0,0
94,3.512172403,1,61.439,61.442,0,6,-19.50491379,0,7.053789762,6,62.625,62.285,64.0684,67.90130769,60.98096667,60.97693333,0.004033333333,2.711597937,59.91340206,44.85074341,23.02377811,16.08905367,16.429429,-0.3403753293,-2.071741686,19,1,64.0,0,0.0,2,63.625,2,3,17,0.0,-1.358272457,1.035562334,2.478965145,-2.994300393,4.898759093,-1.904150277,1.035562334,3.044255654,-0.5458778197,17,1.0,0,0
53,-0.9667685926,1,61.59,60.725,0,6,-19.68112098,0,13.71691183,6,60.13,61.81,61.506,65.15961538,60.38716667,60.78833333,-0.4011666667,2.98247419,57.14752581,68.47806721,74.05852341,39.44618825,40.85923231,-1.413044053,-3.458322569,17,1,58.235,3,3.0,2,63.625,7,3,18,0.0,-0.3559294613,-0.2750364019,-0.02224853599,-3.526937389,11.18394642,2.362077334,-0.2750364019,0.7253022732,2.718006795,18,3.0,0,0
240,1.824007934,2,61.78,61.44,0,6,-18.96421668,0,12.58744757,6,60.13,61.81,61.506,65.15961538,61.16446667,61.15158333,0.01288333333,2.98247419,57.14752581,31.0080392,21.0903332,40.16309255,40.85923231,-0.6961397545,-1.703751429,17,1,58.235,3,3.0,2,63.625,7,3,19,0.0,-0.04853583563,0.647144475,0.4502056694,-3.526937389,12.26810449,2.669470959,0.647144475,-1.308737411,2.718006795,19,0.0,0,0
22,-0.9002019174,1,64.271,64.1545,0,6,-5.447270871,0,1.114484455,6,62.93,63.74,63.2026,64.49407692,63.68763333,63.83925,-0.1516166667,2.843322584,60.08667742,46.54706903,50.72976235,40.47020945,39.4600957,1.010113744,2.559836022,1,2,66.17,-3,-1.5,2,63.74,3,-3,20,0.0,0.8330718544,0.8864135551,0.04728280651,-1.793222466,4.709529979,2.103859429,0.8864135551,-1.079160525,1.270787575,20,3.0,1,1
158,-0.7545548668,1,62.535,62.595,0,6,-1.200412249,0,-4.557469116,6,63.085,62.325,63.296,63.84653846,62.18916667,62.0984,0.09076666667,2.808641538,60.27635846,29.57106427,10.34300572,33.733544,32.18126394,1.552280058,4.823552179,1,3,66.17,-3,-1.0,2,63.74,4,-3,21,0.0,0.3369434416,1.580425191,1.96522988,-1.383072603,2.378907069,-0.8824709186,1.580425191,3.892423053,-1.21941436,21,1.0,0,0
7,2.5001961,1,64.785,64.8195,0,7,11.51958149,0,-11.46904063,7,65.055,63.135,63.1688,62.85030769,63.41253333,63.14621667,0.2663166667,2.78458988,62.27041012,95.33713038,47.42429237,60.07817441,50.15105446,9.92711995,19.79443914,1,5,66.17,-3,-0.6,2,63.74,6,-3,22,0.0,2.613447375,3.191573612,1.845132444,2.542171537,-0.1811954054,-0.4276550249,3.191573612,11.55103461,-3.0411024,22,2.0,2,2
25,2.980866255,1,67.806,67.8305,0,4,5.318737222,0,-2.975657627,4,67.125,67.855,65.316,63.64961538,67.52323333,67.5646,-0.04136666667,2.643383599,64.4816164,42.47485224,47.91389386,68.82061253,71.83379839,-3.013185855,-4.194663128,27,2,66.17,7,3.5,0,67.672,3,7,23,0.0,-0.07221280672,0.2505342274,0.08085917884,-1.569523248,2.350063547,1.00361064,0.2505342274,-0.1886714173,1.075823447,23,2.0,4,4
158,0.4867666682,1,72.24,72.095,0,10,29.61189966,0,-21.55474813,10,71.494,70.64,71.4708,67.488,71.8722,71.78858333,0.08361666667,2.58992423,68.90407577,20.24993785,12.19381445,72.42178373,62.72388407,9.697899659,15.461255,9,1,72.33,43,43.0,0,67.672,10,7,24,0.0,2.265005663,2.300396376,0.08141266903,-0.3963759909,1.05490779,1.05605889,2.300396376,2.862469443,-1.208946772,24,5.0,3,3
8,-1.080469655,1,74.815,74.3675,0,3,29.58113858,0,-21.28059912,3,74.16,72.76,72.241,68.29884615,73.23343333,73.08746667,0.1459666667,2.653852566,71.50614743,81.16878671,62.2283173,83.79784689,73.92747754,9.87036935,13.3514218,9,2,72.33,43,21.5,0,67.672,11,7,25,0.0,2.824354041,2.920560748,0.2809775321,1.587410665,-1.963537106,0.900219901,2.920560748,5.900528174,-1.92413414,25,1.0,4,4
253,-0.07848454902,2,73.64,73.87,0,4,27.45042086,0,-19.74844447,4,74.16,72.76,72.241,68.29884615,73.5353,73.38741667,0.1478833333,2.653852566,71.50614743,25.48997035,19.27256853,81.66712917,73.92747754,7.739651629,10.4692489,9,2,72.33,43,21.5,0,67.672,11,7,26,0.0,1.209455745,3.899120396,10.4873263,0.08933479934,-0.1000657799,-0.7146783947,3.899120396,17.98975697,-1.92413414,26,0.0,4,4
21,-0.8961788235,1,74.605,74.6075,0,4,23.8684281,0,-16.37956995,4,73.78,73.44,72.646,69.02846154,74.02573333,73.90836667,0.1173666667,2.63400181,71.14599819,32.1961093,13.07869364,87.02809857,81.24736278,5.780735791,7.114982682,9,3,72.33,43,14.33333333,0,67.672,12,7,27,0.0,1.586328976,1.926742919,0.655890155,0.258714597,-0.343473219,1.123366013,1.926742919,1.547900766,-0.462962963,27,1.0,5,5
22,1.770181831,1,75.21,75.2,0,10,17.86205785,0,-10.55381718,10,75.155,74.02,73.198,70.02153846,74.8396,74.7547,0.0849,2.64637153,72.50862847,7.018940478,-25.06358245,88.093386,86.11363585,1.979750156,2.298997292,9,4,72.33,43,10.75,0,67.672,13,7,28,0.0,1.607673602,2.018373413,0.8289455788,0.9186706296,-0.6329667942,0.0743042421,2.018373413,3.923857526,-1.53336936,28,1.0,6,6
21,-0.9774444878,1,79.24,79.1665,0,4,16.68718438,0,-7.811827991,4,78.012,78.345,76.93,73.41038462,78.5968,78.2271,0.3697,2.571141508,75.44085849,43.21890179,7.71966608,88.31616043,89.22705297,-0.9108925409,-1.020870364,5,1,78.465,11,11.0,0,67.672,18,7,29,0.0,1.142383049,1.359372008,0.2949687171,-0.4658880592,0.7492743055,1.567426128,1.359372008,-0.2828229464,0.4250430787,29,3.0,9,9
325,1.014109862,1,81.134,80.9875,0,8,20.06028446,0,-9.575283516,8,79.67,79.39,78.29,74.40769231,80.4666,80.19686667,0.2697333333,2.531691707,77.13830829,35.12333353,24.93888273,89.2071228,88.55837681,0.6487459938,0.7325631038,5,2,78.465,11,5.5,0,67.672,19,7,30,0.0,2.19675022,2.292480161,0.2194589901,-0.4471595919,1.182249633,1.844060965,2.292480161,1.027992112,-0.3526892556,30,1.0,10,10
23,0.3194315834,1,83.505,83.3335,0,4,23.62502935,0,-11.10660095,4,82.715,81.91,79.959,75.55423077,82.7229,82.19378333,0.5291166667,2.586602667,80.12839733,30.07020403,-1.917871448,91.79987307,90.19868988,1.601183199,1.775173454,5,3,78.465,11,3.666666667,0,67.672,20,7,31,0.0,1.947259187,2.05103162,0.2128405417,0.5554877304,-0.7731119676,0.9644732023,2.05103162,2.228565672,-0.9827859846,31,1.0,11,11
31,-0.8516996074,1,82.552,82.2,0,4,16.30757872,0,-2.366524176,4,81.36,83.18,83.892,79.48884615,81.67246667,82.30458333,-0.6321166667,2.69766569,78.66233431,32.31912981,-3.718678735,68.47434172,74.18253223,-5.708190514,-7.694790596,5,7,78.465,11,1.571428571,0,67.672,26,7,32,0.0,-0.7549891801,-0.6251502765,-0.08116882648,-3.282038952,8.293875783,1.433036788,-0.6251502765,1.286676212,2.188025968,32,4.0,1,1
101,0.915136155,1,81.909,81.7885,0,4,13.27016163,0,-9.549323459,4,80.905,80.18,81.716,80.50153846,81.37323333,81.03256667,0.3406666667,2.695802792,78.20919721,25.11699166,2.176687408,61.03244234,53.8345884,7.197853939,13.3703148,5,9,78.465,11,1.222222222,0,67.672,28,7,33,0.0,2.156398104,2.313544525,0.3635652409,-0.3803941132,0.9649808261,1.252182589,2.313544525,2.455508095,-0.9042155151,33,2.0,3,3
110,0.09693076853,1,84.28,84.125,0,4,5.512739762,0,-6.676673683,4,82.145,82.7,81.5322,81.78776923,83.6238,83.36905,0.25475,2.651281881,79.49371812,27.8061505,12.95699299,71.27577963,64.48519371,6.790585916,10.5304575,8,1,83.655,11,11.0,0,67.672,32,7,34,0.0,1.910519952,1.995163241,0.1688771788,-0.8101571947,2.204176164,2.581620314,1.995163241,-1.170077596,0.6711003628,34,2.0,1,1
110,1.678845537,1,85.729,85.5825,0,10,3.447273596,0,-0.6392207517,10,85.84,84.51,83.959,83.01269231,85.3001,85.17803333,0.1220666667,2.625227409,83.21477259,21.73608574,26.66624572,69.64637647,70.93064134,-1.284264866,-1.810592491,3,1,85.8425,1,1.0,0,67.672,34,7,35,0.0,1.442432848,2.01751272,1.160230957,-0.1479114898,0.2352302003,-0.1313454029,2.01751272,4.335348598,-1.573778251,35,2.0,0,0
128,-0.7603871042,1,89.39,89.0675,0,10,8.155680954,0,-2.359604734,10,88.215,87.095,85.283,83.77846154,88.95213333,88.8038,0.1483333333,2.598464432,85.61653557,8.857429112,3.861569825,74.87617587,74.24318723,0.632988646,0.8525881898,3,2,85.8425,1,0.5,0,67.672,35,7,36,0.0,2.635053677,2.65227625,0.04567902147,0.6487169183,-1.288570261,1.349101556,2.65227625,3.456379291,-1.285952121,36,1.0,1,1
11,-0.7681504926,1,90.495,90.2425,0,3,15.32089593,0,-7.347563543,3,89.645,88.57,86.945,84.47846154,89.14156667,88.84578333,0.2957833333,2.588378964,87.05662104,73.74912582,50.50762592,75.416949,72.42874537,2.988203621,4.125715012,3,3,85.8425,1,0.3333333333,0,67.672,38,7,37,0.0,2.173422152,2.393586993,0.5269837007,1.17985774,-1.172264662,0.9596928983,2.393586993,3.432150256,-1.213729254,37,1.0,2,2
24,-0.9122144532,1,86.045,85.8125,0,4,12.43895476,0,-5.798737106,4,84.725,85.5,86.03,84.08384615,85.25636667,86.5036,-1.247233333,2.7644889,81.9605111,55.71273089,82.66151486,51.76272317,49.05453764,2.708185529,5.520764561,4,1,91.68,5,5.0,0,67.672,39,7,38,0.0,0.6374269006,0.6432748538,0.00376184125,-1.824561404,4.492048836,1.543859649,0.6432748538,-0.5793235525,0.9064327485,38,1.0,1,1
36,-0.940839608,1,83.165,82.86,0,4,6.699475604,0,-1.461007912,4,82.655,84.335,85.526,83.83076923,82.1249,82.89341667,-0.7685166667,2.956887081,79.69811292,63.18747896,59.25568658,41.69106324,43.46774148,-1.776678242,-4.087348874,4,2,91.68,5,2.5,1,84.335,1,5,39,0.0,-1.387324361,-1.221319737,-0.2027447242,-3.758818996,8.91401908,0.6047311318,-1.221319737,2.230191966,1.992055493,39,1.0,1,1
63,2.105996091,2,83.31,83.3925,0,4,7.321905282,0,-3.13813821,4,82.655,84.335,85.526,83.83076923,82.93056667,82.47115,0.4594166667,2.956887081,79.69811292,35.12069369,39.21718708,42.31349291,43.46774148,-1.154248564,-2.655414164,4,2,91.68,5,2.5,1,84.335,1,5,40,0.0,-1.215391,-0.8715242782,-0.2996881967,-3.758818996,9.560285464,0.7766644928,-0.8715242782,1.436436529,1.992055493,40,0.0,1,1
8,2.834503103,1,83.03,82.9875,0,3,14.23300171,0,-14.19145818,3,83.1,80.42,83.752,83.72961538,81.30773333,81.20503333,0.1027,3.285664387,79.81433561,110.1088303,85.80580288,51.80882892,37.68775029,14.12107863,37.46861652,16,2,81.165,13,6.5,1,84.335,6,5,41,0.0,3.245461328,4.115891569,3.582596492,2.810246207,-1.223061642,-0.08704302412,4.115891569,17.29882306,-3.332504352,41,2.0,1,1
31,-0.9300785507,1,85.94,85.535,0,4,-1.343965095,0,0.7619646894,4,84.84,85.415,83.958,84.26769231,85.01566667,85.30668333,-0.2910166667,3.28479079,81.55520921,39.78863074,34.32162237,59.67790844,59.473412,0.2044964437,0.3438451518,16,3,81.165,13,4.333333333,0,85.415,1,13,42,0.0,0.6146461394,0.6380612305,0.01494026179,-1.340513961,2.620919411,1.287830006,0.6380612305,-0.4145922647,0.673183867,42,1.0,2,2
9,-0.8549154158,1,84.05,83.9,0,5,3.855059009,0,-7.596579323,5,84.43,81.745,83.361,84.35769231,82.21446667,81.81038333,0.4040833333,3.604694301,80.8253057,102.4393492,61.42147085,53.22662121,44.38810067,8.838520548,19.91191426,9,1,86.395,43,43.0,0,85.415,2,13,43,0.0,2.819744327,3.578200502,2.713908265,2.049054988,-1.579184834,-0.4648602361,3.578200502,14.46688196,-3.284604563,43,1.0,1,1
308,-0.7819458096,2,81.815,82.1375,0,6,-3.747062447,0,-4.650905238,6,84.43,81.745,83.361,84.35769231,81.7735,82.03861667,-0.2651166667,3.604694301,80.8253057,31.66478525,18.36598787,45.62449976,44.38810067,1.236399091,2.785429142,9,1,86.395,43,43.0,0,85.415,2,13,44,0.0,0.08563214876,4.97278121,24.30272302,-0.8697779681,0.8309946701,-3.198972414,4.97278121,40.63634287,-3.284604563,44,0.0,0,0
21,-1.230990914,1,78.42,78.525,0,6,-13.22068734,0,0.6145628383,6,76.71,77.55,80.41,83.40653846,78.1855,78.74973333,-0.5642333333,3.798950788,72.91104921,62.64013465,76.42179006,36.46691548,34.70491051,1.762004971,5.077105646,9,2,86.395,43,21.5,1,81.285,1,43,45,0.0,1.121856867,1.985815603,1.715662739,-1.727917473,4.924174874,2.205029014,1.985815603,-0.4353174113,1.083172147,45,1.0,1,1
97,-0.3516292672,2,77.975,77.515,0,6,-15.06716024,0,5.678247005,6,76.71,77.55,80.41,83.40653846,76.94706667,77.30708333,-0.3600166667,3.798950788,72.91104921,25.99543934,18.12238259,34.62044258,34.70491051,-0.0844679325,-0.2433889938,9,2,86.395,43,21.5,1,81.285,1,43,46,0.0,0.5480335268,2.746615087,6.038657284,-2.224371373,6.166858095,1.631205674,2.746615087,3.063600323,1.083172147,46,0.0,0,0
27,-0.8180860029,1,74.415,74.42,0,6,-28.72695111,0,14.23793539,6,75.295,75.04,77.592,82.22461538,74.13743333,73.88665,0.2507833333,4.094947672,71.20005233,54.25904159,81.39587549,25.10045442,30.6643286,-5.563874182,-18.14445134,9,4,86.395,43,10.75,1,81.285,5,43,47,0.0,-0.8328891258,0.8662046908,1.471763034,-3.031716418,6.666220802,-1.172707889,0.8662046908,1.766115641,-0.3398187633,47,2.0,0,0
50,-1.014750584,2,75.725,75.575,0,6,-24.46175668,0,7.212682334,6,75.295,75.04,77.592,82.22461538,74.60986667,74.33326667,0.2766,4.094947672,71.20005233,82.75892997,92.01204212,29.36564885,30.6643286,-1.298679755,-4.235148181,9,4,86.395,43,10.75,1,81.285,5,43,48,0.0,0.9128464819,1.372601279,0.6310600231,-3.031716418,11.9587961,0.5730277186,1.372601279,1.097495692,-0.3398187633,48,0.0,0,0
51,-0.9548461522,1,83.45,82.9535,0,10,6.946845753,0,-6.448794314,10,82.885,81.22,81.962,81.41846154,82.6117,82.53491667,0.07678333333,4.260205019,78.62479498,34.89001009,21.93537318,51.95653234,47.7273789,4.229153445,8.861063697,9,1,85.255,43,43.0,0,81.317,3,3,49,0.0,2.745629155,3.16424526,1.324604024,0.8310760896,-1.591139275,0.6956414676,3.16424526,7.811267848,-2.049987688,49,4.0,0,0
144,1.335394756,2,82.51,82.6175,0,4,4.600123391,0,-8.020513449,4,82.885,81.22,81.962,81.41846154,82.09053333,81.80838333,0.28215,4.260205019,78.62479498,39.25482423,27.18964946,49.60980998,47.7273789,1.882431083,3.944132544,9,1,85.255,43,43.0,0,81.317,3,3,50,0.0,1.588278749,3.16424526,4.986744561,-0.406303866,0.8104066277,-0.4617089387,3.16424526,11.47340838,-2.049987688,50,0.0,0,0
190,2.020523663,1,75.75,75.805,0,6,-1.721070179,0,-2.661457447,6,77.48,77.75,79.969,80.30807692,75.45206667,75.50341667,-0.05135,4.121094923,73.35890508,31.27437789,19.56298007,34.20976107,34.23544664,-0.02568556356,-0.07502622599,9,4,85.255,43,10.75,1,80.748,2,43,51,0.0,-2.572347267,-0.01286173633,-0.03291942805,-3.517684887,3.325399861,-2.225080386,-0.01286173633,-0.02845297298,0.347266881,51,3.0,0,0
66,-0.8846816979,1,81.1,81.0975,0,4,4.667185004,0,-7.563260036,4,83.505,82.895,81.52,80.58192308,80.71233333,81.29565,-0.5833166667,4.373670084,79.13132992,25.58262362,6.271524298,53.86311912,53.88631873,-0.0231996112,-0.04305287825,29,1,75.015,19,19.0,1,80.748,3,43,52,0.0,-2.165389951,1.10380602,3.608558192,-3.492369865,4.634304665,-2.901260631,1.10380602,4.420816678,-0.7358706798,52,1.0,0,0
27,-0.9766791549,1,75.17,75.3575,0,6,-8.956455824,0,5.696268438,6,74.415,76.57,78.445,79.55230769,74.91976667,75.93753333,-1.017766667,4.734003142,69.68099686,62.71078787,113.7696931,39.9153044,43.33522176,-3.419917362,-7.891773074,29,2,75.015,19,9.5,1,80.748,4,43,53,0.0,-1.828392321,-0.444038135,-0.6147060509,-3.95716338,8.42389488,0.9860258587,-0.444038135,0.6350029488,2.814418179,53,1.0,1,1
68,-0.9934585317,2,75.845,75.0495,0,6,-7.656164543,0,4.033504315,6,74.415,76.57,78.445,79.55230769,74.44996667,74.67306667,-0.2231,4.734003142,69.68099686,74.47197705,93.81755659,41.21559568,43.33522176,-2.119626081,-4.891231647,29,2,75.015,19,9.5,1,80.748,4,43,54,0.0,-0.9468460232,-0.444038135,-0.223265877,-4.009403161,12.27902627,1.867572156,-0.444038135,1.026443123,2.814418179,54,0.0,1,1
240,-0.7806869917,3,76.79,76.345,0,6,-5.538302522,0,1.649572465,6,74.415,76.57,78.445,79.55230769,76.00673333,75.94808333,0.05865,4.734003142,69.68099686,36.37154964,31.44399785,43.3334577,43.33522176,-0.001764060332,-0.004070731059,29,2,75.015,19,9.5,1,80.748,4,43,55,0.0,0.2873187933,1.730442732,2.497243332,-4.009403161,17.22729058,3.101736973,1.730442732,-2.372946152,2.814418179,55,0.0,0,0
100,4.397255954,1,74.646,74.0975,0,6,-7.442125828,0,-0.8899824928,6,75.08,73.145,76.637,78.95884615,73.6973,73.60816667,0.08913333333,4.666070372,70.41392963,40.4745908,16.45143411,44.62498116,40.45787621,4.167104941,10.29986082,29,4,75.015,19,4.75,1,80.748,8,43,56,0.0,2.052088318,3.329004033,4.250857566,-0.3964727596,0.9707877673,-0.5933419919,3.329004033,13.05750574,-2.64543031,56,2.0,0,0
23,-0.8554918449,1,78.72,78.676,0,6,-21.71314065,0,11.3712194,6,77.79,78.035,76.182,79.38807692,78.12083333,77.80235,0.3184833333,4.581689449,73.20831055,39.33909635,37.72893245,47.52587368,53.20862971,-5.682756039,-10.6801398,29,5,75.015,19,3.8,1,80.748,9,43,57,0.0,0.8778112385,1.236624592,0.4437174161,-0.7983597104,1.338187353,1.191772922,1.236624592,0.05546467701,0.3139616839,57,1.0,1,1
57,2.429069577,2,78.835,78.7125,0,6,-21.37013341,0,10.5917968,6,77.79,78.035,76.182,79.38807692,78.3684,78.3083,0.0601,4.581689449,73.20831055,29.43073904,31.98991573,47.86888092,53.20862971,-5.339748796,-10.03549391,29,5,75.015,19,3.8,1,80.748,9,43,58,0.0,1.025181009,1.313513167,0.3787280869,-0.7983597104,1.45584144,1.339142692,1.313513167,-0.03366471884,0.3139616839,58,0.0,0,0
69,-0.8462466611,1,86.83,86.76,0,4,8.5764923,0,-2.423623059,4,87.38,86.695,83.022,80.45846154,86.354,86.57796667,-0.2239666667,4.372669903,83.0073301,30.3380024,20.7752931,63.07479693,67.31599694,-4.241200008,-6.300434073,29,8,75.015,19,2.375,0,84.012,1,19,59,0.0,0.1557183229,0.9170079013,0.6981085585,-1.239979238,1.730635997,-0.634407982,0.9170079013,1.422660623,-0.7901263049,59,3.0,0,0
152,-0.9353778601,2,86.565,86.5625,0,4,7.806374771,0,-2.063690291,4,87.38,86.695,83.022,80.45846154,86.1469,86.22705,-0.08015,4.372669903,83.0073301,25.68414994,14.59365726,62.3046794,67.31599694,-5.011317536,-7.444467533,29,8,75.015,19,2.375,0,84.012,1,19,60,0.0,-0.1499509776,0.9170079013,0.9784097222,-1.239979238,1.351612411,-0.9400772824,0.9170079013,1.702961787,-0.7901263049,60,0.0,0,0
43,-0.8942641668,1,86.35,86.2655,0,4,26.78004334,0,-14.00955511,4,85.385,85.54,85.245,80.84423077,85.77083333,85.78085,-0.01001666667,4.06228228,81.32271772,28.01886148,10.22275556,65.94444826,61.16825107,4.776197184,7.808294499,29,10,75.015,19,1.9,0,84.012,3,19,61,0.0,0.946925415,1.022913257,0.07772897089,-0.6605097031,1.061726493,1.128127192,1.022913257,-0.1076247289,0.1812017769,61,2.0,1,1
45,1.5980769,1,84.02,83.56,0,4,32.60045524,0,-22.10002461,4,83.915,83.165,84.746,81.54076923,83.4412,83.76085,-0.31965,3.946060013,79.96893999,27.95379947,30.07723094,62.28840277,45.71410138,16.5743014,36.25643051,29,12,75.015,19,1.583333333,0,84.012,7,19,62,0.0,1.028076715,2.75957434,4.778196417,-0.7274694884,1.277106298,0.1262550352,2.75957434,7.266840384,-0.9018216798,62,2.0,3,3
32,-0.8716559185,1,81.565,81.2575,0,4,10.5004498,0,-7.881359605,4,81.19,82.24,83.308,81.89153846,80.8166,81.62166667,-0.8050666667,4.050239971,77.13976003,27.26770959,-5.102841317,57.73109728,54.31295518,3.418142107,6.29341949,4,1,85.945,5,5.0,0,84.012,9,19,63,0.0,-0.8207684825,-0.4620622568,-0.1657446082,-3.131079767,7.233768916,0.4559824903,-0.4620622568,0.4241938277,1.276750973,63,2.0,1,1
57,-0.8260543827,1,74.755,73.725,0,6,-11.16551525,0,0.5161767316,6,73.515,74.675,79.931,81.31115385,73.35346667,74.1231,-0.7696333333,4.333068698,69.1819313,69.73669815,76.63441551,32.75941241,37.02415843,-4.264746021,-11.51881961,4,2,85.945,5,2.5,1,80.724,1,5,64,0.0,0.1071309006,1.473049883,2.012066797,-3.300970874,11.25004469,1.660528959,1.473049883,-0.2761660309,1.553398058,64,1.0,0,0
22,-0.9707735856,1,74.785,74.9475,0,6,-17.36802229,0,5.851825703,6,74.45,74.47,78.283,81.44807692,74.40276667,74.527,-0.1242333333,4.295950135,70.15404987,49.3024241,49.91422869,30.42275688,31.96539455,-1.542637671,-4.825961615,4,3,85.945,5,1.666666667,1,80.724,2,5,65,0.0,0.4229891231,1.302537935,1.145645693,-1.564388344,3.109030146,0.4498455754,1.302537935,1.110664145,0.02685645226,65,1.0,1,1
128,-0.8176947971,2,72.44,72.3825,0,6,-23.21306224,0,14.06268238,6,74.45,74.47,78.283,81.44807692,71.9991,71.89865,0.10045,4.295950135,70.15404987,37.11937365,20.43334065,24.57771692,31.96539455,-7.387677628,-23.11148582,4,3,85.945,5,1.666666667,1,80.724,2,5,66,0.0,-2.725929905,1.342822613,5.463612888,-4.659594468,9.010092699,-2.699073452,1.342822613,5.427549437,0.02685645226,66,0.0,0,0
317,-0.7509825369,3,72.48,72.47,0,6,-23.14419569,0,13.42099784,6,74.45,74.47,78.283,81.44807692,72.1095,72.17561667,-0.06611666667,4.295950135,70.15404987,27.33611964,21.88445173,24.64658348,31.96539455,-7.318811077,-22.89604486,4,3,85.945,5,1.666666667,1,80.724,2,5,67,0.0,-2.672217,1.342822613,5.391485985,-4.659594468,9.260373052,-2.645360548,1.342822613,5.355422534,0.02685645226,67,0.0,0,0
108,1.183163102,1,74.24,73.4535,0,6,-30.97962325,0,7.819082393,6,71.715,72.3,72.912,80.07076923,72.3262,72.12811667,0.1980833333,4.489388318,67.22561168,95.70535889,29.73232179,27.56502555,22.75080265,4.814222904,21.16067278,4,5,85.945,5,1.0,1,80.724,6,5,68,0.0,2.683264177,2.717842324,0.09397795033,-2.461964039,12.66736684,3.492392808,2.717842324,-2.105106087,0.8091286307,68,2.0,0,0
36,-1.025242264,1,77.055,77.2275,0,6,-19.26895809,0,0.009356923521,6,76.985,75.48,74.317,79.99076923,76.93063333,76.2462,0.6844333333,4.560082266,72.42491773,32.73130847,32.00990621,43.80586848,34.70598042,9.099888065,26.21994237,4,6,85.945,5,0.8333333333,1,80.724,7,5,69,0.0,2.086645469,2.974297827,2.64014248,0.9340222576,-1.076575734,0.09273979862,2.974297827,8.570611784,-1.99390567,69,1.0,1,1
21,-0.9228205076,1,70.875,70.9175,0,6,-22.42412367,0,7.842186487,6,69.09,70.8,72.944,77.47307692,70.49906667,70.93176667,-0.4327,4.638176204,64.4518238,52.23720993,34.96178569,25.22282368,25.00156273,0.2212609454,0.8849884615,4,8,85.945,5,0.625,1,80.724,9,5,70,0.0,0.1059322034,0.9039548023,0.7213763606,-2.542372881,6.732979029,2.521186441,0.9039548023,-1.461904306,2.415254237,70,2.0,1,1
127,-0.8036137574,2,70.81,70.575,0,6,-22.76576803,0,7.229227202,6,69.09,70.8,72.944,77.47307692,70.12003333,70.27456667,-0.1545333333,4.638176204,64.4518238,39.03092999,20.42856065,24.88117932,25.00156273,-0.1203834157,-0.4815035642,4,8,85.945,5,0.625,1,80.724,9,5,71,0.0,0.01412429379,1.666666667,2.754237288,-2.542372881,6.499569089,2.429378531,1.666666667,-1.271186441,2.415254237,71,0.0,0,0
142,-0.8831221889,1,68.54,68.2725,0,6,-25.08489977,0,13.59793798,6,68.485,71.87,72.46,76.26846154,67.93293333,67.96975,-0.03681666667,4.682815251,63.80218475,49.67066192,30.18411325,24.04738112,30.0899732,-6.042592078,-20.08174629,4,9,85.945,5,0.5555555556,1,80.724,13,5,72,0.0,-4.633365799,-2.991512453,-4.911624732,-6.456101294,11.76776499,0.07652706275,-2.991512453,9.178078418,4.709892862,72,1.0,1,1
